Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Senior R&D Frontend Engineer,Senior R&D Frontend Engineer,Senior,Sparx* - A Virtuos Company,3 năm kinh nghiệm,"7th Floor, Hai Au Building, 39B Truong Son – Tan Binh, Ho Chi Minh City, Viet Nam",Thương lượng,"Analytical Skills, Cloud Infrastructure, CSS, HTML, VueJS, VueJS",https://www.vietnamworks.com/senior-randd-frontend-engineer-1848752-jv?source=searchResults&searchType=2&placement=1849152&sortBy=latest
Software Engineer,Software Engineer,N/A,MCGAAW,Không yêu cầu năm kinh nghiệm,"5th Floor, Unit 5.4&5.5, E-Town 1, 364 Cong Hoa Street, Tan Binh District, Ho Chi Minh City, VietNam.",Thương lượng,"Ionic, Angular, Angular, Angular, Ionic, Ionic, Android, JSON, TypeScript",https://www.vietnamworks.com/software-engineer-1847869-jv?source=searchResults&searchType=2&placement=1848369&sortBy=latest
"Senior Officer, Corporate & Investment Banking Technology","Senior Officer, Corporate & Investment Banking Technology",Senior,Standard Chartered Bank,1 năm kinh nghiệm,,Thương lượng,"Data Management, DevOps, Programning Languages, Project Management, System Administration",https://www.vietnamworks.com/senior-officer-corporate-and-investment-banking-technology-1854907-jv?source=searchResults&searchType=2&placement=1854907&sortBy=latest
AI Engineer,AI Engineer,N/A,Công Ty Cổ Phần FPT,1 năm kinh nghiệm,"Số 10 Phạm Văn Bạch, Cầu Giấy, Hà Nội",Thương lượng,"Business Model Design, Cloud Platform, Digital Image Processing, Machine Learning, Python",https://www.vietnamworks.com/ai-engineer-1848253-jv?source=searchResults&searchType=2&placement=1848703&sortBy=latest
Senior Java Developer,Senior Java Developer,Senior,Hitachi Digital Services,3 năm kinh nghiệm,"Floor 3rd, 4th Helios Building - Floor 9th QTSC9 Building, Quang Trung Software City, Tan Chanh Hiep Ward, District 12",Thương lượng,"Java Spring Framework, Spring Boot, RESTful API, Agile, AWS",https://www.vietnamworks.com/senior-java-developer--1852348-jv?source=searchResults&searchType=2&placement=1852548&sortBy=latest
SAP Logistic Consultant (Module MM / PP / SD) - Lương Thưởng Hấp Dẫn Tới $1800,SAP Logistic Consultant Module MM / PP / SD - Lương Thưởng Hấp Dẫn Tới $1800,N/A,Công Ty Cổ Phần Tư Vấn Công Nghệ Ngs (Ngsc),3 năm kinh nghiệm,"Tầng 4, Toà nhà 6th Element, đường Nguyễn Văn Huyên, quận Tây Hồ, Hà Nội","Tới $ 1,800 /tháng","Công Nghệ Thông Tin, IT Solutions Delivery, Sap, SAP FICO, Project Management",https://www.vietnamworks.com/sap-logistic-consultant-module-mm-pp-sd-luong-thuong-hap-dan-toi-1800-1847633-jv?source=searchResults&searchType=2&placement=1848133&sortBy=latest
NodeJS Developer (Back-end),NodeJS Developer Back-end,N/A,IIG Việt Nam,2 năm kinh nghiệm,"75 Giang Văn Minh, Ba Đình, Hà Nội","$ 1,000-1,400 /tháng","NodeJS, RESTful API, IT Phần Mềm, NextJs",https://www.vietnamworks.com/nodejs-developer-back-end-1846865-jv?source=searchResults&searchType=2&placement=1847415&sortBy=latest
Technical/ Solution Architect,Technical/ Solution Architect,N/A,Hitachi Digital Services,6 năm kinh nghiệm,"Floor 3rd, 4th Helios Building - Floor 9th QTSC9 Building, Quang Trung Software City, Tan Chanh Hiep Ward, District 12",Thương lượng,"Object Oriented Design, Project Management, Relational Database Design, Software Development, Fluent In English",https://www.vietnamworks.com/technical-solution-architect-1836886-jv?source=searchResults&searchType=2&placement=1837386&sortBy=latest
Blockchain Engineer (Full-Stack Dapp Development),Blockchain Engineer Full-Stack Dapp Development,N/A,Stimulai,Không yêu cầu năm kinh nghiệm,,Thương lượng,"Blockchain, Dapp development, Smart Contract Development, English fluency",https://www.vietnamworks.com/blockchain-engineer-full-stack-dapp-development--1850462-jv?source=searchResults&searchType=2&placement=1850762&sortBy=latest
Chuyên Viên Công Nghệ Thông Tin,Chuyên Viên Công Nghệ Thông Tin,N/A,Công Ty Cổ Phần Chứng Khoán Everest,1 năm kinh nghiệm,"Tầng 3, 6, 9 - Số 2A, Phố Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",$ 500-700 /tháng,"Cobit, Cyber Security, ISO 27001, NIST, Tiếng Anh",https://www.vietnamworks.com/chuyen-vien-cong-nghe-thong-tin--1853145-jv?source=searchResults&searchType=2&placement=1853295&sortBy=latest
IT Support Team-Lead,IT Support Team-Lead,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,2 năm kinh nghiệm,"Tầng 5, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",Thương lượng,"Information Technology, Computer Science, Leadership, AWS, Infrastructure Management",https://www.vietnamworks.com/it-support-team-lead--1848124-jv?source=searchResults&searchType=2&placement=1848574&sortBy=latest
Senior .NET Developer (Backend),Senior .NET Developer Backend,Senior,IIG Việt Nam,3 năm kinh nghiệm,"75 Giang Văn Minh, Ba Đình, Hà Nội","$ 600-1,000 /tháng",".Net Core, C#, Software Development Tools",https://www.vietnamworks.com/senior-net-developer-backend-1846851-jv?source=searchResults&searchType=2&placement=1847401&sortBy=latest
Nhân Viên Vận Hành Ứng Dụng,Nhân Viên Vận Hành Ứng Dụng,N/A,Công Ty Cổ Phần Traphaco,1 năm kinh nghiệm,"75 Yên Ninh, Ba Đình, Hà Nội, Việt Nam",Từ 14tr ₫/tháng,"Quản Trị Cơ Sở Dữ Liệu, Manage ERP Software, Dms, E-Office, Triển Khai Dự Án",https://www.vietnamworks.com/nhan-vien-van-hanh-ung-dung-1841565-jv?source=searchResults&searchType=2&placement=1841765&sortBy=latest
IT Manager,IT Manager,N/A,Công Ty Cổ Phần Thương Mại Dạ Hợp,3 năm kinh nghiệm,"Tầng 1, KTM Tòa nhà ở xã hội Dạ Hợp, Lê Thánh Tông, Phường Tân Thịnh, Tp. Hòa Bình.",Thương lượng,"IT Software, IT Phần Mềm, IT Administration, IT Project Management, IT Operations",https://www.vietnamworks.com/it-manager--1855868-jv?source=searchResults&searchType=2&placement=1855868&sortBy=latest
Game Tester,Game Tester,N/A,Athena Studio,1 năm kinh nghiệm,"40A Lam Sơn, Phường 2, Quận Tân Bình, TPHCM",$ 400-500 /tháng,"Qa/Qc/Testing Experience, Bug Report Writing, Test Case Writing, Agile Methodology, Game Testing",https://www.vietnamworks.com/game-tester-1842850-jv?source=searchResults&searchType=2&placement=1842950&sortBy=latest
Solution Architect SA / Technical Manager ( Banking / Fintech ),Solution Architect SA / Technical Manager Banking / Fintech,N/A,GTV VIETNAM,4 năm kinh nghiệm,,Thương lượng,"Solution Architecture, AWS Cloud, AWS Cloud, Banking Software, English, Strategy Implementation",https://www.vietnamworks.com/solution-architect-sa-technical-manager-banking-fintech-1853330-jv?source=searchResults&searchType=2&placement=1853430&sortBy=latest
CVCC Hệ Thống Máy Chủ,CVCC Hệ Thống Máy Chủ,N/A,Công Ty Cổ Phần Tập Đoàn Sunshine,2 năm kinh nghiệm,"Tòa nhà Sunshine Center, 16 Phạm Hùng, Nam Từ Liêm, Hà Nội",Thương lượng,"Quản Trị Hệ Thống, Vận Hành Phụ Tùng, Database Software, OpenStack, Phân Tích Tư Duy",https://www.vietnamworks.com/cvcc-he-thong-may-chu-1853152-jv?source=searchResults&searchType=2&placement=1853302&sortBy=latest
"Python Dev (Treasury, English)","Python Dev Treasury, English",N/A,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),3 năm kinh nghiệm,"Sailing Tower, số 111A Pasteur, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",Thương lượng,"Python, SQL, Treasury, English",https://www.vietnamworks.com/python-dev-treasury-english-1852492-jv?source=searchResults&searchType=2&placement=1852642&sortBy=latest
(103 JP) Kỹ Sư Thiết Kế Mạch Điện,103 JP Kỹ Sư Thiết Kế Mạch Điện,N/A,Công Ty TNHH R Techno Việt Nam,2 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM",65tr-67tr ₫/tháng,"OrCAD, Thiết Kế Digital, Thiết Kế Mạch Điện, Tối Ưu Hóa Thiết Kế",https://www.vietnamworks.com/-103-jp-ky-su-thiet-ke-mach-djien-1850933-jv?source=searchResults&searchType=2&placement=1851183&sortBy=latest
Software Quality Manager,Software Quality Manager,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,8 năm kinh nghiệm,"Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",Tới 60tr ₫/tháng,"Agile Methodologies, Communication Skills, Leadership Ability, Quality Assurance, Test Automation Tools",https://www.vietnamworks.com/software-quality-manager-1849746-jv?source=searchResults&searchType=2&placement=1850096&sortBy=latest
"IT Advisory Assistant, Technology Enablement","IT Advisory Assistant, Technology Enablement",N/A,Chi Nhánh Công Ty TNHH KPMG,Không yêu cầu năm kinh nghiệm,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"Analytical Thinking, Customer Service Oriented, Interpersonal Skills, Manage ERP Software, Technical Specification Analysis",https://www.vietnamworks.com/it-advisory-assistant-technology-enablement-1851151-jv?source=searchResults&searchType=2&placement=1851401&sortBy=latest
BrSE (in Vietnam or Japan),BrSE in Vietnam or Japan,N/A,Hitachi Digital Services,3 năm kinh nghiệm,"Floor 3rd, 4th Helios Building - Floor 9th QTSC9 Building, Quang Trung Software City, Tan Chanh Hiep Ward, District 12",Thương lượng,"Japanese Speaking, Software Development Life Cycle (SDLC), Agile, English",https://www.vietnamworks.com/brse-in-vietnam-or-japan-1841900-jv?source=searchResults&searchType=2&placement=1842050&sortBy=latest
Document Support Engineer,Document Support Engineer,N/A,Ascenx Technologies (Vietnam),1 năm kinh nghiệm,"Unit 5B, 5th Floor, Standard Factory Building, Road 14, Tan Thuan EPZ, Tan Thuan Dong Ward, District 7, HCMC, Vietnam",Thương lượng,"Electrical Engineering, Engineering, Quality Management, Technical Understanding, Eco Documentation",https://www.vietnamworks.com/document-support-engineer-1852372-jv?source=searchResults&searchType=2&placement=1852572&sortBy=latest
IT Coordinator (Identity & Access Management) - Work At Ho Chi Minh City,IT Coordinator Identity & Access Management - Work At Ho Chi Minh City,N/A,Công Ty TNHH Summit Polymers Vietnam,3 năm kinh nghiệm,"Factory B, GT - Industrial Rental Factories Campus at Road No.06. Nhon Trach, VI Industrial Park, Long Tho Commune",Thương lượng,"English communication, IT Administration, IT Infrastructure Management, IT Phần Cứng, IT Phần Mềm",https://www.vietnamworks.com/it-coordinator-identity-access-management-work-at-ho-chi-minh-city-1851580-jv?source=searchResults&searchType=2&placement=1851780&sortBy=latest
Kỹ Sư Quản Lý Chất Lượng (Tiếng Trung),Kỹ Sư Quản Lý Chất Lượng Tiếng Trung,N/A,Navigos Search,5 năm kinh nghiệm,Hanoi / HCMC,"$ 1,500-2,000 /tháng","Thành Thạo Tiếng Lào, Kỹ năng giao tiêp, 5w2h, 7 QC Tools, FMEA",https://www.vietnamworks.com/ky-su-quan-ly-chat-luong-tieng-trung-1852805-jv?source=searchResults&searchType=2&placement=1852955&sortBy=latest
Business Analyst (Chinese) - Signing Bonus 20M,Business Analyst Chinese - Signing Bonus 20M,N/A,FPT Software,Không yêu cầu năm kinh nghiệm,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng",Thương lượng,"Figma, Miro, UML, Business analysis, Database",https://www.vietnamworks.com/business-analyst-chinese-signing-bonus-20m-1848794-jv?source=searchResults&searchType=2&placement=1849194&sortBy=latest
[ HO ] IT Helpdesk - Relation Manager,HO IT Helpdesk - Relation Manager,N/A,Shinhan Bank Vietnam,1 năm kinh nghiệm,"Empress Tower, 138-142 Hai Ba Trung Street, Da Kao Ward, District 1, HCMC",Thương lượng,"CCNA, Effective Communication, IP Network, MCSA, MS Hyper-V",https://www.vietnamworks.com/ho-it-helpdesk-relation-manager-1852615-jv?source=searchResults&searchType=2&placement=1852765&sortBy=latest
.NET Developer,.NET Developer,N/A,Công Ty Cổ Phần Hblab,3 năm kinh nghiệm,"2F, Central Point, 219 Trung Kính, Yên Hòa, Cầu Giấy, Hà Nội","$ 1,500-2,000 /tháng",".NET, Docker, Docker Compose, xUnit, NUnit",https://www.vietnamworks.com/net-developer--1848358-jv?source=searchResults&searchType=2&placement=1848808&sortBy=latest
Trưởng Phòng Phát Triển Sản Phẩm Số,Trưởng Phòng Phát Triển Sản Phẩm Số,N/A,Công Ty Cổ Phần Viễn Thông Di Động Đông Dương Telecom,5 năm kinh nghiệm,"B018, Tháp The Manor, đường Mễ Trì, quận Nam Từ Liêm, Hà Nội","$ 2,000-2,500 /tháng","Marketing Management, Truyền Thông, Marketing Campaign, Phát Triển Sản Phẩm, Digital",https://www.vietnamworks.com/truong-phong-phat-trien-san-pham-so--1853989-jv?source=searchResults&searchType=2&placement=1854089&sortBy=latest
"Bridge System Engineer (Brse, Japanese N1/n2) - Upto $2000","Bridge System Engineer Brse, Japanese N1/n2 - Upto $2000",N/A,TPS Software,3 năm kinh nghiệm,"Waseco Building, Block C, 3rd Floor, No. 10, Pho Quang St., Ward 2, Tan Binh Dist, HCMC","$ 700-2,000 /tháng","Japanese N2, Software Process Development, Technical Specification Analysis, Kỹ Sư Cầu Nối",https://www.vietnamworks.com/bridge-system-engineer-brse-japanese-n1-n2-upto-2000-1841394-jv?source=searchResults&searchType=2&placement=1841594&sortBy=latest
Trưởng Nhóm Quản Lý Hệ Thống và Hạ Tầng CNTT,Trưởng Nhóm Quản Lý Hệ Thống và Hạ Tầng CNTT,N/A,Bệnh Viện Mắt Quốc Tế Việt - Nga,5 năm kinh nghiệm,"Tầng 7 tòa nhà Hancorp 72 Trần Đăng Ninh, Quận Cầu Giấy , Hà Nội , Việt Nam",Thương lượng,"Firewall, Bảo Mật Dữ Liệu, Windows Server, Linux, Infrastructure Management",https://www.vietnamworks.com/truong-nhom-quan-ly-he-thong-va-ha-tang-cntt--1854657-jv?source=searchResults&searchType=2&placement=1854707&sortBy=latest
Product Manager (Global Market),Product Manager Global Market,N/A,MISA Jointstock Company,1 năm kinh nghiệm,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội","Tới $ 2,500 /tháng","Tiếng Anh, Client Business Analysis, Market Research, Presentation Skills, Product Development",https://www.vietnamworks.com/product-manager-global-market-1851101-jv?source=searchResults&searchType=2&placement=1851351&sortBy=latest
"Senior Executive, Project Management, Securities","Senior Executive, Project Management, Securities",Senior,Công Ty Cổ Phần Dịch Vụ Di Động Trực Tuyến (Ví MoMo),2 năm kinh nghiệm,"8 Hoàng Văn Thái, P. Tân Phú, Q.7, HCMC",Thương lượng,"Giao Tiếp, Làm Việc Nhóm, Phân Tích Da, Tư Duy Logic, Trình Bày",https://www.vietnamworks.com/senior-executive-project-management-securities-1849910-jv?source=searchResults&searchType=2&placement=1850210&sortBy=latest
Kỹ Thuật Viên,Kỹ Thuật Viên,N/A,Công Ty Cổ Phần Viễn Thông FPT,1 năm kinh nghiệm,"Số 10 Phạm Văn Bạch, Cầu Giấy, Hà Nội",15tr-20tr ₫/tháng,"Bảo Trì, Cơ Điện Tử, Công Nghệ Thông Tin, Điện Tử, Điện Tử Viễn Thông",https://www.vietnamworks.com/ky-thuat-vien-1848247-jv?source=searchResults&searchType=2&placement=1848697&sortBy=latest
Web Developer .NET,Web Developer .NET,N/A,Thư Viện Pháp Luật,1 năm kinh nghiệm,"17 Nguyễn Gia Thiều, Võ Thị Sáu, Quận 3, Hồ Chí Minh, Việt Nam","$ 800-1,500 /tháng","Lập Trình, .NET Core 2.0, AngularJS, Bất động sản, Tuyển Dụng",https://www.vietnamworks.com/web-developer-net--1838760-jv?source=searchResults&searchType=2&placement=1839060&sortBy=latest
Graduate Analyst Program - Oracle (IT) - 17 Feb 2025 Intake,Graduate Analyst Program - Oracle IT - 17 Feb 2025 Intake,N/A,Deloitte Consulting SEA,Không yêu cầu năm kinh nghiệm,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"Computer Science, Information Technology, Back End Developer, database management, Database SQL Server",https://www.vietnamworks.com/graduate-analyst-program-oracle-it-17-feb-2025-intake-1850925-jv?source=searchResults&searchType=2&placement=1851175&sortBy=latest
Senior .NET Developer,Senior .NET Developer,Senior,Capgemini Vietnam,5 năm kinh nghiệm,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thương lượng,"Web API, Azure, .Net, C#, OOP",https://www.vietnamworks.com/senior-net-developer--1850169-jv?source=searchResults&searchType=2&placement=1850469&sortBy=latest
"Kỹ Sư Lập Trình C++, Golang","Kỹ Sư Lập Trình C++, Golang",N/A,Công Ty TNHH Công Nghệ Dicom,1 năm kinh nghiệm,"Tầng 15, tòa nhà Center Building, số 1 Nguyễn Huy Tưởng, phường Thanh Xuân Trung, quận Thanh Xuân, Hà Nội, Việt Nam",Thương lượng,"Golang, C++, Ubuntu, OOP, Jira",https://www.vietnamworks.com/ky-su-lap-trinh-c-plus-plus-golang--1847298-jv?source=searchResults&searchType=2&placement=1847798&sortBy=latest
"Chương Trình Đào Tạo IT Fresher - The Rookie to Engineer Batch 8 (.NET, Java, Python, Automation Test) - Up To 17M","Chương Trình Đào Tạo IT Fresher - The Rookie to Engineer Batch 8 .NET, Java, Python, Automation Test - Up To 17M",Fresher,NashTech,Không yêu cầu năm kinh nghiệm,"Etown, 364 Cong Hoa, Ward 13, Tan Binh District, HCM",Thương lượng,"Automation Testing, Python, Java, .NET, English Communication",https://www.vietnamworks.com/chuong-trinh-djao-tao-it-fresher-the-rookie-to-engineer-batch-8-net-java-python-automation-test-up-to-17m-1847961-jv?source=searchResults&searchType=2&placement=1848411&sortBy=latest
Koh Young - Software Engineer,Koh Young - Software Engineer,N/A,Công Ty TNHH Koh Young Việt Nam,3 năm kinh nghiệm,"F1 Trang An complex bldg, #1 Phung Chi Kien str, Cau Giay, Hanoi.",Thương lượng,"C#, VB.NET, .Net, SQL, Application Development",https://www.vietnamworks.com/koh-young-software-engineer-1834961-jv?source=searchResults&searchType=2&placement=1835311&sortBy=latest
Senior Devops Engineer,Senior Devops Engineer,Senior,IIG Việt Nam,5 năm kinh nghiệm,"75 Giang Văn Minh, Ba Đình, Hà Nội","$ 1,000-1,500 /tháng","DevOps, Devops Tools",https://www.vietnamworks.com/senior-devops-engineer--1846855-jv?source=searchResults&searchType=2&placement=1847405&sortBy=latest
(HN/HCM) Data Scientist/senior Data Scientist,HN/HCM Data Scientist/senior Data Scientist,senior,Navigos Search's Client,3 năm kinh nghiệm,Hanoi,"$ 2,500-3,000 /tháng","Agile Methodologies, Data Analysis, Deep Learning, Deep Learning, Deep Learning, Machine Learning, Statistical Modeling",https://www.vietnamworks.com/-hnhcm-data-scientistsenior-data-scientist-1851975-jv?source=searchResults&searchType=2&placement=1852175&sortBy=latest
Salesforce Specialist,Salesforce Specialist,N/A,Netcompany,4 năm kinh nghiệm,"Opal Tower Building, 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, Ho Chi Minh city",Thương lượng,"Salesforce, Salesforce Development, Git, Phát triển Salesforce",https://www.vietnamworks.com/salesforce-specialist-1849859-jv?source=searchResults&searchType=2&placement=1850159&sortBy=latest
Business Analyst,Business Analyst,N/A,Thư Viện Pháp Luật,3 năm kinh nghiệm,"Số 17 Nguyễn Gia Thiều, P6, Q3, TP. HCM (Gần Ngô Thời Nhiệm/Trần Quốc Thảo)","$ 700-1,000 /tháng","Lập Trình HTML, Quản Lý Điều Phối Dự Án, .NET, SQL Server",https://www.vietnamworks.com/business-analyst--1838727-jv?source=searchResults&searchType=2&placement=1839077&sortBy=latest
ICT Support Technician - Entry Level,ICT Support Technician - Entry Level,N/A,BIS,Không yêu cầu năm kinh nghiệm,HCMC,Thương lượng,"IT System Administration, Network, IT Helpdesk, Technical Support",https://www.vietnamworks.com/ict-support-technician-entry-level-1--1847105-jv?source=searchResults&searchType=2&placement=1847605&sortBy=latest
Chuyên Viên Nghiệp Vụ,Chuyên Viên Nghiệp Vụ,N/A,Công Ty Bảo Việt Tràng An,Không yêu cầu năm kinh nghiệm,"ông ty Bảo Việt Tràng An : Tầng 16, tòa nhà VTC online số 18 Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội.",$ 10tr-15tr /tháng,"Bảo Hiểm Phi Nhân Thọ, Business Analysis, Bảo Hiểm, Báo cáo dữ liệu, Thống Kê",https://www.vietnamworks.com/chuyen-vien-nghiep-vu--1849893-jv?source=searchResults&searchType=2&placement=1850193&sortBy=latest
SAP Senior Consultant - SAP PP/ QM (Production Planning and Quality Management) Module,SAP Senior Consultant - SAP PP/ QM Production Planning and Quality Management Module,Senior,Deloitte Consulting SEA,Không yêu cầu năm kinh nghiệm,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",https://www.vietnamworks.com/sap-senior-consultant-sap-pp-qm-production-planning-and-quality-management-module--1852502-jv?source=searchResults&searchType=2&placement=1852652&sortBy=latest
Senior Technology Assurance - Hanoi Office,Senior Technology Assurance - Hanoi Office,Senior,Ernst & Young Vietnam Limited (EY Vietnam),3 năm kinh nghiệm,"Bitexco Financial Tower, 28th Floor, 2 Hai Trieu street, District 1, Ho Chi Minh City & 8th Floor, Corner Stone Building, 16 Phan Chu Trinh, Hoan Kiem, Hanoi",Thương lượng,"IT, ERP, Oracle, SQL Database, Audit",https://www.vietnamworks.com/senior-technology-assurance-hanoi-office-1849672-jv?source=searchResults&searchType=2&placement=1850022&sortBy=latest
Nhân Viên IT Phần Cứng,Nhân Viên IT Phần Cứng,N/A,Công Ty TNHH TM DV Du Lịch Ánh Sao Thiên,3 năm kinh nghiệm,"57 Trần Quốc Thảo, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",Thương lượng,"Cấu Trúc Máy Tính, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Quản Lý Công Việc, Quản Trị Mạng, Trung Thực",https://www.vietnamworks.com/nhan-vien-it-phan-cung-1850452-jv?source=searchResults&searchType=2&placement=1850752&sortBy=latest
Senior Data Analyst,Senior Data Analyst,Senior,Công Ty Cổ Phần Kinh Doanh F88,3 năm kinh nghiệm,"Tòa nhà N01A, 275 Nguyễn Trãi, Thanh Xuân, Hà Nội","$ 900-1,500 /tháng","Data Analytics, Oracle, AWS, Phân Tích Dữ Liệu, Tài Chính",https://www.vietnamworks.com/senior-data-analyst--1838243-jv?source=searchResults&searchType=2&placement=1838643&sortBy=latest
Senior/ Expert Angular Developer,Senior/ Expert Angular Developer,Senior,Techcombank,4 năm kinh nghiệm,"Head Office: 6 Quang Trung Street, Hoan Kiem District, Hanoi","$ 1,000-2,500 /tháng","Front End, Angular, TypeScript, JavaScript, HTML",https://www.vietnamworks.com/senior-expert-angular-developer-1847709-jv?source=searchResults&searchType=2&placement=1848209&sortBy=latest
Tập Sự Vận Hành Trung Tâm Vận Hành An Ninh Mạng (SOC),Tập Sự Vận Hành Trung Tâm Vận Hành An Ninh Mạng SOC,N/A,Công Ty Cổ Phần Chứng Khoán MB,Không yêu cầu năm kinh nghiệm,"Tầng 7 - 8, Tòa nhà MB, số 21 Cát Linh, Đống Đa, Hà Nội, Việt Nam",Thương lượng,"Securities, Tài chính Ngân hàng, An Toàn Thông Tin, SOC, Đánh Giá Rủi Ro",https://www.vietnamworks.com/tap-su-van-hanh-trung-tam-van-hanh-an-ninh-mang-soc-1847763-jv?source=searchResults&searchType=2&placement=1848263&sortBy=latest
Senior Data Engineer,Senior Data Engineer,Senior,Công Ty Cổ Phần Kite Metric,4 năm kinh nghiệm,"4th Floor, 72/24 Phan Dang Luu st, Ward 5, Phu Nhuan dist, HCMC","$ 1,200-2,200 /tháng","Computer Science, Data Modeling, NodeJS, Python, SQL",https://www.vietnamworks.com/senior-data-engineer--1848789-jv?source=searchResults&searchType=2&placement=1849189&sortBy=latest
[VN-83] Thiết Kế Và Phát Triển Hệ Thống,VN-83 Thiết Kế Và Phát Triển Hệ Thống,N/A,Công Ty TNHH R Techno Việt Nam,1 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM",Từ 46tr ₫/tháng,"C++, Phát Triển Ứng Dụng, Python, VB.NET, Xử Lý Ảnh",https://www.vietnamworks.com/vn-83-thiet-ke-va-phat-trien-he-thong-1838705-jv?source=searchResults&searchType=2&placement=1838955&sortBy=latest
[Làm Việc Tại Hà Nội] Kỹ Sư Phát Triển Phần Mềm PHP Laravel,Làm Việc Tại Hà Nội Kỹ Sư Phát Triển Phần Mềm PHP Laravel,N/A,Công Ty Cổ Phần Công Nghệ Và Phát Triển Quốc Tế Visky,2 năm kinh nghiệm,"82 Nguyễn Tuân, Thanh Xuân, Hà nội","$ 600-1,500 /tháng","PHP, VueJS, Laravel, SQL, English",https://www.vietnamworks.com/lam-viec-tai-ha-noi-ky-su-phat-trien-phan-mem-php-laravel-1847281-jv?source=searchResults&searchType=2&placement=1847781&sortBy=latest
Senior JAVA Developer,Senior JAVA Developer,Senior,Techcombank,4 năm kinh nghiệm,"Head Office: 6 Quang Trung Street, Hoan Kiem District, Hanoi",Thương lượng,"Java, Software Development, DBMS, Git, Api Design",https://www.vietnamworks.com/senior-java-developer--1852930-jv?source=searchResults&searchType=2&placement=1853080&sortBy=latest
Associate - IT Risk Assurance,Associate - IT Risk Assurance,N/A,PwC (Vietnam) Ltd.,Không yêu cầu năm kinh nghiệm,"HCM Office: Saigon Tower, 29 Le Duan, District 1, Ho Chi Minh city.",Thương lượng,"Information Technology, IT Advisory, IT Auditing, Manage ERP Software, Risk Management",https://www.vietnamworks.com/associate-it-risk-assurance-1849363-jv?source=searchResults&searchType=2&placement=1849713&sortBy=latest
SAP ABAP Developer,SAP ABAP Developer,N/A,Golden Gate Trade & Service JSC,4 năm kinh nghiệm,"Tầng 6, tòa nhà Toyota Thanh Xuân, 315 Trường  Chinh, Hà Nội",Thương lượng,"SAP, ABAP, SAP HANA, FICO, API",https://www.vietnamworks.com/sap-abap-developer--1852814-jv?source=searchResults&searchType=2&placement=1852964&sortBy=latest
Backend Engineer,Backend Engineer,N/A,Navigos Search,1 năm kinh nghiệm,Hanoi / HCMC,"$ 1,500-1,800 /tháng","C/C++ Programming, Computer Vision, Robotics, Python, Qt Framework",https://www.vietnamworks.com/backend-engineer-14-1850966-jv?source=searchResults&searchType=2&placement=1851216&sortBy=latest
Fintech Innovation Product Manager,Fintech Innovation Product Manager,N/A,Vietpay Corporation,5 năm kinh nghiệm,"Hancorp Plaza Apartment Complex, Hancorp Plaza, 72 Trần Đăng Ninh, Làng Quốc tế Thăng Long, Dịch Vọng, Cầu Giấy, Hà Nội, Vietnam","$ 500-1,500 /tháng","Digital Payment, Product Management, Project Management, UI/UX, Fintech",https://www.vietnamworks.com/fintech-innovation-product-manager--1850899-jv?source=searchResults&searchType=2&placement=1851149&sortBy=latest
